"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"2723",NA,"Coventry Health Care of Virginia, Inc.","VA","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2821",NA,"Humana Insurance Company (Virginia)
                                    
                                        
                                    

                                    
                                        Special Project: CAHPS Sum Only","VA","PPO","No",NA,NA,NA,"Commercial"
"2918",12,"12","VA","12","12",12,12,12,"Commercial"
"9129",4.5,"Aetna Life Insurance Company (Virginia)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","VA","PPO","Yes",3.5,4,4,"Medicare"
"10127",4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2150","VA","HMO","Yes",3.5,5,4.5,"Medicare"
"11120",4,"Aetna Health Inc. (Pennsylvania) - Maryland
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","VA","HMO","Yes",3,4,3.5,"Medicare"
"12112",4,"Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","VA","PPO","Yes",3.5,4,3.5,"Medicare"
"13108",4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","VA","HMO/POS","Yes",NA,3.5,3.5,"Medicare"
"1495",3.5,"Optima Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H2563","VA","HMO","No (Scheduled)",4,5,3,"Medicare"
"1594",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","VA","HMO/POS","No",4,4.5,3.5,"Medicare"
"1688",3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","VA","HMO/POS","No",2.5,3,3.5,"Medicare"
"1781",3,"Piedmont Community HealthCare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1659","VA","PPO","Yes",3,2.5,3,"Medicare"
"1874",2.5,"Humana Health Plan, Inc. (Virginia)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3480","VA","HMO","No",2.5,2,2.5,"Medicare"
"1968",2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","VA","PPO","No",2.5,2.5,3,"Medicare"
"2061",2,"Virginia Premier Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3067","VA","HMO","No",2,1.5,2,"Medicare"
"2152",NA,"UnitedHealthcare Insurance Company (DC,DE,MD,PA,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","VA","PPO","Yes",NA,2,3,"Medicare"
"2245",NA,"HealthKeepers, Inc. (Medicaid)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0147","VA","HMO","No",NA,NA,NA,"Medicare"
"9130",4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. (Virginia Medicaid)","VA","HMO","Yes",2.5,4,4.5,"Medicaid"
"10128",4,"HealthKeepers, Inc. (Medicaid)","VA","HMO","Yes",3.5,3,3.5,"Medicaid"
"11121",3.5,"Aetna Better Health of Virginia","VA","HMO","Yes",3.5,2.5,3,"Medicaid"
"12113",3.5,"Optima Health Plan","VA","HMO","Yes",3.5,2.5,3,"Medicaid"
"13109",3.5,"Virginia Premier Health Plan, Inc.","VA","HMO","Yes",3.5,2.5,3,"Medicaid"
"1496",3,"INTotal Health, LLC","VA","HMO","Yes",2.5,2,2.5,"Medicaid"
"9131",4.5,"Kaiser Foundation Health Plan of the Northwest, Inc.","WA","HMO","Yes",2,4.5,4,"Commercial"
"10129",4,"Kaiser Foundation Health Plan of Washington","WA","HMO","Yes",3,4,4,"Commercial"
"11122",4,"Providence Health Plans - Oregon","WA","PPO","Yes",2.5,3,3.5,"Commercial"
"12114",3.5,"Aetna Life Insurance Company (Washington)","WA","PPO/EPO","Yes",2.5,2.5,3,"Commercial"
"13110",3.5,"Kaiser Foundation Health Plan of Washington Options, Inc.","WA","PPO","Yes",2,3,3.5,"Commercial"
"1497",3.5,"Regence BlueShield (Washington)","WA","PPO","Yes",3,3,3,"Commercial"
"1595",3.5,"United Healthcare Services, Inc  (Washington)","WA","PPO","Yes",2,3,3.5,"Commercial"
"1689",3.5,"UnitedHealthcare Insurance Company (Washington)","WA","PPO","Yes",2,3,3.5,"Commercial"
"1782",3,"Asuris Northwest Health","WA","PPO","Yes",2,2.5,2.5,"Commercial"
"1875",3,"Cigna Health and Life Insurance Company - Washington","WA","PPO","Yes",2,2.5,3,"Commercial"
"1969",3,"Connecticut General Life Insurance Company - Washington","WA","PPO","Yes",2,2.5,3,"Commercial"
"2062",3,"LifeWise Health Plan of Washington","WA","PPO","Yes",2,2.5,2.5,"Commercial"
"2153",3,"Premera Blue Cross","WA","PPO","Yes",2,3,3,"Commercial"
"2246",3,"Regence BlueCross BlueShield of Oregon","WA","PPO","Yes",2.5,2,3,"Commercial"
"2341",3,"Regence BlueShield of Idaho","WA","PPO","Yes",2.5,2,2.5,"Commercial"
"2437",NA,"UnitedHealthcare Military & Veterans Services, LLC","WA","POS","Yes",NA,NA,NA,"Commercial"
"2533",NA,"Compass Rose Health Plan","WA","PPO","No",NA,NA,NA,"Commercial"
"9132",5,"Kaiser Foundation Health Plan of the Northwest, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9003","WA","HMO","Yes",4,5,4.5,"Medicare"
"10130",5,"Kaiser Foundation Health Plan of Washington
                                    
                                        
                                    

                                    
                                        CMS Contract: H5050","WA","HMO","Yes",4.5,5,4,"Medicare"
