"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1587",3.5,"Aetna Health Inc. (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H4523","TX","HMO","Yes",2,2.5,3,"Medicare"
"1681",3.5,"Humana Health Plan of Texas, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2649","TX","HMO","Yes",3,3.5,3,"Medicare"
"1777",3.5,"SelectCare of Texas, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4506","TX","HMO","No",3,3,3.5,"Medicare"
"1868",3.5,"UnitedHealthcare Benefits of Texas, Inc.(Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H4590","TX","HMO","Yes",3,4,3,"Medicare"
"1964",3,"Care N' Care Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H6328","TX","PPO","No",3.5,4,3,"Medicare"
"2054",3,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","TX","PPO","No",3.5,2.5,3,"Medicare"
"2149",3,"Texas HealthSpring, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4513","TX","HMO","No",2.5,4.5,3,"Medicare"
"2244",3,"United Healthcare Community Plan of Texas, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4514","TX","HMO/POS","Yes",2.5,2,3,"Medicare"
"2339",2.5,"Bravo Health Texas, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4528","TX","HMO","No",1.5,3,2.5,"Medicare"
"2432",2.5,"Care Improvement Plus of Texas Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R6801","TX","PPO","No",2.5,2,2.5,"Medicare"
"2528",2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H7787","TX","PPO","No",3,3,2.5,"Medicare"
"2626",2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H2165","TX","HMO","No",3,3,2.5,"Medicare"
"2722",2.5,"Molina Healthcare of Texas, Inc.ʠ
                                    
                                        
                                    

                                    
                                        CMS Contract: H7678","TX","HMO","No",2.5,2,2.5,"Medicare"
"2816",2.5,"SelectCare Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5656","TX","HMO","No",2.5,2.5,3,"Medicare"
"2916",12,"12","TX","12","12",12,12,12,"Medicare"
"9122",4,"Superior HealthPlan, Inc","TX","HMO","Yes",3.5,3.5,3,"Medicaid"
"10120",3.5,"AMERIGROUP Texas, Inc.","TX","HMO","Yes",3,3.5,3,"Medicaid"
"11113",3.5,"Molina Healthcare of Texas, Inc.","TX","HMO","Yes",3,3.5,2.5,"Medicaid"
"12104",3.5,"Scott and White Health Plan
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Medicaid / Central, TX","TX","HMO","No",4,3.5,3,"Medicaid"
"13102",3,"Aetna Better Health of Texas","TX","HMO","Yes (Interim)",3.5,2.5,2,"Medicaid"
