"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"11115",4,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","UT","PPO","Yes",4,5,3.5,"Medicare"
"12109",4,"UnitedHealthcare of Utah, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4604","UT","HMO","Yes",3.5,3.5,3,"Medicare"
"13103",3.5,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H8649","UT","HMO/POS","No",3.5,2.5,3.5,"Medicare"
"1497",3.5,"Humana Insurance Company (Utah)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5216","UT","PPO","Yes",3.5,4,3,"Medicare"
"1597",3.5,"SelectHealth Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1994","UT","POS","No",3.5,3,4,"Medicare"
"1693",3.5,"UnitedHealthcare Insurance Company(CO,UT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","UT","PPO","Yes",3,3.5,3,"Medicare"
"1791",3,"Humana Medical Plan Of Utah, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2486","UT","HMO","No",2.5,3,3,"Medicare"
"1884",3,"Molina Healthcare of Utah Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5628","UT","HMO","No",2.5,2.5,3,"Medicare"
"9125",4,"SelectHealth Inc.","UT","HMO","Yes",4,3.5,3.5,"Medicaid"
"10123",3.5,"Molina Healthcare of Utah Inc.","UT","HMO","Yes",3,2.5,3,"Medicaid"
"11116",NA,"University of Utah Health Plans Healthy U","UT","HMO","No",NA,2.5,3,"Medicaid"
"12110",NA,"Health Choice Utah, Inc.","UT","HMO","No",NA,NA,NA,"Medicaid"
"9126",4.5,"Blue Cross and Blue Shield of Vermont","VT","HMO/POS/PPO/EPO","Yes",3.5,4.5,3.5,"Commercial"
"10124",4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","VT","HMO","Yes",5,4,3.5,"Commercial"
"11117",4.5,"The Vermont Health Plan","VT","HMO/POS","Yes",3.5,4.5,3.5,"Commercial"
"12111",3,"Aetna Life Insurance Company (NH/VT)","VT","PPO/EPO","Yes",3.5,1.5,2.5,"Commercial"
"13104",3,"Cigna Health and Life Insurance Company - Vermont","VT","PPO","Yes",3,2.5,2.5,"Commercial"
"1498",1.5,"American Postal Workers Union Health Plan","VT","PPO","No",4,0.5,1.5,"Commercial"
"1598",NA,"Compass Rose Health Plan","VT","PPO","No",NA,NA,NA,"Commercial"
"1694",NA,"Government Employees Health Association, Inc.","VT","PPO","No",NA,NA,NA,"Commercial"
"1792",NA,"National Association of Letter Carriers Health Benefit Plan","VT","PPO","No",NA,NA,NA,"Commercial"
"1885",NA,"Special Agents Mutual Benefit Association","VT","PPO","No",NA,NA,NA,"Commercial"
"9127",4,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3305","VT","HMO/POS","No",4,4.5,3.5,"Medicare"
"10125",4,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9615","VT","PPO","No",4.5,4.5,4,"Medicare"
"11118",4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","VT","PPO","Yes",4,5,3.5,"Medicare"
"12112",4,"UnitedHealthcare of New England, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1944","VT","HMO","Yes",3.5,3.5,3.5,"Medicare"
"13105",3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","VT","PPO","Yes",3,3.5,2.5,"Medicare"
"180",NA,"[ No Data Submitted for Accounts ]","VT","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"9128",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","VA","HMO","Yes",2.5,5,4.5,"Commercial"
"10126",4,"CareFirst BlueChoice","VA","HMO/POS","Yes",3,3.5,3,"Commercial"
"11119",4,"CareFirst of Maryland, Inc.","VA","PPO/EPO","Yes",3,3.5,3.5,"Commercial"
"12113",4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","VA","PPO/EPO","Yes",3,3.5,3.5,"Commercial"
"13106",4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","VA","HMO/POS","Yes",3,3.5,3,"Commercial"
"1499",4,"MD - Individual Practice Association, Inc.","VA","HMO/POS","Yes",4,3.5,3.5,"Commercial"
"1599",4,"Optima Health Plan","VA","HMO/POS","Yes",4,4,3,"Commercial"
"1695",4,"UnitedHealthcare Plan of the River Valley, Inc.","VA","HMO/POS","Yes",3.5,3.5,3,"Commercial"
